Individual_ID,Family_ID,GOV_CODE,Governorate_Name,Gender,Age,Marital_Status,Region_Type,Family_Relation_Code,Family_Relation,Education_Status,EDU_CODE,Education_Level,Education_Dropout_Reason,Graduation_Year,SECTOR_CODE,Sector,EMP_CODE,Job_Classification_Code,Current_Job,Occupational_Category,Work_Nature,Contract_Type,Weekly_Hours,Social_Security_Status,Health_Insurance_Status,Paid_Leave_Benefit,Career_Start_Year,Has_Secondary_Job,Secondary_Job_Activity,Secondary_Weekly_Hours,Secondary_Monthly_Income,Place_Type,Has_Disability,Disability_General_Status,Sight_Difficulty,Hearing_Difficulty,Memory_Difficulty,Walking_Difficulty,Labor_Force_Status,Working_Hours_Change_Reason,COVID_WorkDays_Reduction,COVID_Salary_Reduction,Income_Reduction_Rate,Household_ID,Household_Region_Type,Survey_Station_ID,section_name ,Survey_Section_ID,Employment_Status,Is_Informal_Worker,Salary_Level_Classification,Willingness_To_Work,Primary_Search_Method,Secondary_Search_Method,Unemployment_Duration_Months,Non_Participation_Reason,Reason_For_Not_Searching,Availability_To_Start,Basic_Salary,Total_Monthly_Salary,Overtime_Hours,Contract_Duration,Work_Location_Type,Is_Establishment_Registered,Is_Establishment_Insured,Quarter_ID,AGE_GROUP,Age_Range,Professional_Training_Status,Annual_Weight,Normalized_Factor,Quarterly_Weight
02E8F2FB-4BEB-4BBF-B1D4-7FB5B2F7242E,94E6143C-2505-4C4B-9AEE-A36C350AB2A4,26,سوهاج,أنثى,35,متزوج/ة,ريف,2,زوج/زوجة,مؤهل فوق المتوسط وأقل من الجامعي,13.0,خريج أنهى الدراسة,,2007.0,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,94E6143C-2505-4C4B-9AEE-A36C350AB2A4,ريف,2607,مركز المنشاة,260726,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,بسبب تفضيلات النوع (ذكر/أنثى),لا,0,0,,,,,,1,سن العمل,30-34 سنة,لا - لم يلتحق,367.04893180483,0.258838772996603,1468.19572721932
71612F7E-0205-4FA7-8841-111FDFD73032,DE389EFF-C923-44CE-81E0-8AA727C37ACC,13,الشرقية,ذكر,65,متزوج/ة,ريف,1,رئيس الأسرة,أمي,2.0,لم يلتحق مطلقاً,الأبوان لا يرغبان في تعليمي,,,غير موضح,4,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,DE389EFF-C923-44CE-81E0-8AA727C37ACC,ريف,1311,قسم فاقوس,131108,لم يحدد,,,لا,,,,من 65 سنة فأكثر وال يعمل,,,0,0,,,,,,2,متقاعدين,45-49 سنة,لا - لم يلتحق,304.11097811176,0.212905578738753,1216.44391244704
E072C43A-7EFE-4446-B832-42F5F95203CC,C11BA3A1-6497-4C01-B640-EA6F2A5077C7,1,القاهرة,أنثى,3,,حضر,3,ابن/ابنة,,,,,,,غير موضح,4,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,C11BA3A1-6497-4C01-B640-EA6F2A5077C7,حضر,103,قسم 15 مايو,10302,لم يحدد,,,لا,,,,,,,0,0,,,,,,2,أطفال,15-19 سنة,لا - لم يلتحق,470.657463211805,0.329503394500928,1882.62985284722
41BD5FDF-AD3B-46E9-BB80-08C97853F99A,F85039D1-332F-43DF-9C84-76E1DC8591A3,21,الجيزة,ذكر,34,متزوج/ة,ريف,1,رئيس الأسرة,إعدادي,8.0,التحق ولم يكمل,إكمال مرحلة تعليمية (على الأقل إعدادية),,3.0,خاص (داخل المنشأة),1,832204.0,سائق سائق ميكروباص,نقل ومواصلات,متدرب بأجر/أجر رمزي,,50,نعم,لا,لا,2015.0,لا,,,,سيارة أجرة/توك توك,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ساعات العمل الرسمية أقل من 35 ساعة أسبوعياً,لا,لا,11.0,F85039D1-332F-43DF-9C84-76E1DC8591A3,ريف,2115,مركز أطفيح,211508,يعمل,غير رسمي,منخفض,لا,,,,,,,240,7200,50.0,أكثر من 36 شهراً,خارج المنشأة,لا - غير مسجل,لا - غير مؤمن,4,سن العمل,25-29 سنة,لا - لم يلتحق,475.771849019555,0.33063492644851,1903.08739607822
B8EEAA21-379F-4BAE-8329-DE038FF96EA3,FF7D3860-BC27-4646-A296-1B85A5B54D54,24,المنيا,أنثى,58,متزوج/ة,ريف,2,زوج/زوجة,يقرأ ويكتب,4.0,التحق ولم يكمل,الأبوان لا يرغبان في تعليمي,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,FF7D3860-BC27-4646-A296-1B85A5B54D54,ريف,2405,مركز العدوة,240532,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,مسؤوليات عائلية/الحمل/معارضة أحد أفراد الأسرة,نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,4,كبار موظفين,40-44 سنة,لا - لم يلتحق,346.992732678555,0.241140615788358,1387.97093071422
2ED61469-C03F-4FEA-9E38-14479414F987,B280F449-152A-42FA-ABD7-35F97CC6382E,21,الجيزة,أنثى,9,,حضر,3,ابن/ابنة,أقل من السن,1.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,B280F449-152A-42FA-ABD7-35F97CC6382E,حضر,2108,قسم الحوامدية,210805,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,تم البحث سابقاً عن عمل بدون جدوى,لا,0,0,,,,,,1,أطفال,15-19 سنة,نعم - التحق بدورة تدريبية,471.032229947872,0.332166623785165,1884.12891979149
C95C561A-15F4-4E5E-851F-B8E7EF928D39,680BDECC-8730-45CA-A619-F5FC9889580E,12,الدقهلية,أنثى,6,,ريف,3,ابن/ابنة,أقل من السن,1.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,1,يعاني من صعوبات,لا يوجد صعوبة,بسيطة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,680BDECC-8730-45CA-A619-F5FC9889580E,ريف,1216,مركز تمى الأمديد,121621,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,تم البحث سابقاً عن عمل بدون جدوى,لا,0,0,,,,,,4,أطفال,15-19 سنة,لا - لم يلتحق,359.216099745837,0.249635174849749,1436.86439898335
0B8C5FC1-A66F-40BC-A09E-E6F38EF00B30,8FB6CC37-A403-4529-975F-500513A591F7,15,كفر الشيخ,أنثى,37,متزوج/ة,ريف,2,زوج/زوجة,ثانوي فني,12.0,خريج أنهى الدراسة,,2005.0,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,8FB6CC37-A403-4529-975F-500513A591F7,ريف,1509,مركز قلين,150909,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم جدوى البحث (انتشار الواسطة والمحسوبية),لا,0,0,,,,,,2,سن العمل,30-34 سنة,لا - لم يلتحق,331.113790382027,0.231810024114818,1324.45516152811
87816BFA-1487-40BA-99F6-E73FF16AC054,74F68375-A6F0-4905-B7C2-B061659C3174,23,الفيوم,أنثى,28,متزوج/ة,ريف,2,زوج/زوجة,ثانوي فني,12.0,خريج أنهى الدراسة,,2014.0,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,74F68375-A6F0-4905-B7C2-B061659C3174,ريف,2309,قسم غير معروف,230905,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم التمكن من إيجاد عمل مناسب للمؤهلات,نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,3,شباب,25-29 سنة,لا - لم يلتحق,305.345091744331,0.211129186814517,1221.38036697732
AEB06814-AE0E-4D86-99EB-767B682737FC,1A1AA700-73D1-4D7C-9558-8D70935BDA4B,21,الجيزة,ذكر,45,متزوج/ة,ريف,1,رئيس الأسرة,مؤهل جامعي,14.0,خريج أنهى الدراسة,,2002.0,3.0,خاص (داخل المنشأة),1,333301.0,مقاول تحميل رمله,بناء وتشييد,يعمل لدى الغير بأجر,مؤقت,57,لا,لا,لا,2008.0,لا,,,,حرفي/عامل متنقل,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,غياب مؤقت عن العمل,لا,لا,26.0,1A1AA700-73D1-4D7C-9558-8D70935BDA4B,ريف,2112,مركز العياط,211224,يعمل,رسمي,منخفض,لا,,,,,,,800,3200,57.0,أقل من 3 شهور,خارج المنشأة,لا - غير مسجل,لا - غير مؤمن,4,كبار موظفين,35-39 سنة,لا - لم يلتحق,475.771849019555,0.33063492644851,1903.08739607822
648EDB1C-B33D-46BD-8185-CC1E11613936,9A3D290A-14C0-4E79-9CC8-2118C0F0E524,14,القليوبية,أنثى,38,متزوج/ة,حضر,2,زوج/زوجة,ابتدائي,7.0,التحق ولم يكمل,لم أكن موفقاً في الدراسة/تكرار الرسوب,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,1,يعاني من صعوبات,كبيرة,لا يوجد صعوبة,لا يوجد صعوبة,بسيطة,خارج قوة العمل,,,,,9A3D290A-14C0-4E79-9CC8-2118C0F0E524,حضر,1414,قسم قها,141404,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,مسؤوليات عائلية/الحمل/معارضة أحد أفراد الأسرة,لا,0,0,,,,,,3,سن العمل,30-34 سنة,لا - لم يلتحق,378.950833057693,0.262023472422952,1515.80333223077
77E69596-A29D-4BCA-B3E3-ABFFBD69D356,BA678FDC-B450-4DEE-9991-F39BAFD77296,28,أسوان,ذكر,47,متزوج/ة,ريف,1,رئيس الأسرة,يقرأ ويكتب,4.0,التحق ولم يكمل,العادات والتقاليد,,1.0,حكومي,1,541213.0,غفير,أمن وشرطة وجيش,يعمل لدى الغير بأجر,دائم,42,نعم,نعم,نعم,2006.0,نعم - يزاول عملاً ثانوياً,زراعه محاصيل,30.0,100.0,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ساعات العمل الرسمية أقل من 35 ساعة أسبوعياً,لا,لا,30.0,BA678FDC-B450-4DEE-9991-F39BAFD77296,ريف,2806,مركز دراو,280611,يعمل,غير رسمي,متوسط,لا,,,,,,,4000,4000,20.0,من 3 شهور إلى 12 شهراً,داخل المنشأة,لا - غير مسجل,نعم - مؤمن عليه,1,كبار موظفين,35-39 سنة,لا - لم يلتحق,230.299655695691,0.162404723557429,921.198622782766
D2ABA3B2-E68D-440A-BFCE-A5EE95DE42FD,89A0CE65-1605-411B-A02D-DA3A50985383,11,دمياط,أنثى,7,,ريف,3,ابن/ابنة,أقل من السن,1.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,89A0CE65-1605-411B-A02D-DA3A50985383,ريف,1104,مركز كفر سعد,110411,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,بسبب تفضيلات النوع (ذكر/أنثى),نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,4,أطفال,15-19 سنة,لا - لم يلتحق,259.205383899982,0.180133299642338,1036.82153559993
D8958E0C-0C18-4055-B81F-939CD1B9B081,AA2631A9-60D7-4CAC-9C5E-2D4D33A3C1D0,28,أسوان,أنثى,36,متزوج/ة,حضر,2,زوج/زوجة,ثانوي فني,12.0,خريج أنهى الدراسة,,2005.0,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,AA2631A9-60D7-4CAC-9C5E-2D4D33A3C1D0,حضر,2808,مدينة أسوان الجديدة,280801,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم توفر فرص عمل في منطقة السكن,لا,0,0,,,,,,3,سن العمل,30-34 سنة,لا - لم يلتحق,266.833048342569,0.184500245902024,1067.33219337027
830B6540-103B-4929-B242-B74A6381B83F,EFD9524E-EAC3-4EF6-8505-AA4512908091,29,الأقصر,ذكر,31,متزوج/ة,ريف,1,رئيس الأسرة,ثانوية عامة,9.0,خريج أنهى الدراسة,,,1.0,حكومي,1,441999.0,موظف اداري بالشركه,إدارة وأعمال ومحاسبة,يعمل لدى الغير بأجر,دائم,42,نعم,نعم,نعم,2017.0,لا,,,,مبنى إداري,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ساعات العمل الرسمية أقل من 35 ساعة أسبوعياً,لا,لا,27.0,EFD9524E-EAC3-4EF6-8505-AA4512908091,ريف,2906,قسم غير معروف,290621,يعمل,غير رسمي,مرتفع,لا,,,,,,,7000,7000,42.0,أكثر من 36 شهراً,داخل المنشأة,لا - غير مسجل,لا - غير مؤمن,4,سن العمل,25-29 سنة,لا - لم يلتحق,240.448015629933,0.167097973800517,961.792062519734
C3C1B841-7128-4D32-AAAC-B2E805D37222,9E755B30-9F06-45E4-B96E-4FE3792B1124,26,سوهاج,أنثى,60,متزوج/ة,ريف,2,زوج/زوجة,أمي,2.0,لم يلتحق مطلقاً,عدم الاهتمام بالتعليم,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,9E755B30-9F06-45E4-B96E-4FE3792B1124,ريف,2607,مركز المنشاة,260709,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,بسبب تفضيلات النوع (ذكر/أنثى),نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,3,متقاعدين,40-44 سنة,لا - لم يلتحق,370.613675642199,0.256258790713407,1482.45470256879
54ABEE3B-7E3E-4819-98D5-951A5620D12A,1F98FB03-BE5F-4B23-89D4-4EBE7F37AD71,1,القاهرة,ذكر,12,أقل من 18 سنة,حضر,3,ابن/ابنة,يقرأ ويكتب,4.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,1F98FB03-BE5F-4B23-89D4-4EBE7F37AD71,حضر,130,قسم عين شمس,13001,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,عدم توفر فرص عمل في منطقة السكن,نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,2,أطفال,15-19 سنة,لا - لم يلتحق,485.88898163857,0.3401668544847,1943.55592655428
760558F1-6809-4B56-AE5A-79A34F73F71D,CA3BC4B3-6A8F-4B59-9578-E7B766E26B22,12,الدقهلية,أنثى,17,أقل من 18 سنة,حضر,3,ابن/ابنة,إعدادي,8.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,CA3BC4B3-6A8F-4B59-9578-E7B766E26B22,حضر,1201,قسم أول المنصورة,120101,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,مسؤوليات عائلية/الحمل/معارضة أحد أفراد الأسرة,لا,0,0,,,,,,1,شباب,20-24 سنة,لا - لم يلتحق,384.997220621947,0.27149570413646,1539.98888248779
6C781B48-3155-42CD-A369-108BF12FF31F,0C785304-9CBC-491A-A427-23CE21826F6C,16,الغربية,ذكر,21,أعزب/عزباء,ريف,3,ابن/ابنة,أمي,2.0,التحق ولم يكمل,لم أكن موفقاً في الدراسة/تكرار الرسوب,,3.0,خاص (داخل المنشأة),1,611402.0,عامل زراعي,زراعة وصيد وثروة حيوانية,يعمل لدى الغير بأجر,مؤقت,8,لا,لا,لا,2015.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ظروف العمل تقتضي ذلك,لا,لا,44.0,0C785304-9CBC-491A-A427-23CE21826F6C,ريف,1612,مركز كفر الزيات,161204,يعمل,رسمي,منخفض,لا,,,,,,,150,4500,10.0,من 3 شهور إلى 12 شهراً,خارج المنشأة,نعم - مسجل رسمياً,نعم - مؤمن عليه,1,شباب,20-24 سنة,لا - لم يلتحق,386.340464551767,0.27244294462813,1545.36185820707
